### DATA:
#
# 1150
#      Q             I(Q)           Error     
3.09936311E-02  5.63195190E+01  4.05512214E-01
3.13834881E-02  5.60049210E+01  4.08728927E-01
3.17733451E-02  5.59105835E+01  4.08394098E-01
3.21632021E-02  5.42951355E+01  4.05664623E-01
3.25530591E-02  5.35058212E+01  4.04846877E-01
3.29429161E-02  5.36565399E+01  4.05797511E-01
3.33327731E-02  5.24497375E+01  4.01606679E-01
3.37226301E-02  5.30689163E+01  4.00355220E-01
3.41124871E-02  5.12354813E+01  3.97507489E-01
3.45023441E-02  5.05569115E+01  3.96164030E-01
3.48922011E-02  5.04086609E+01  3.93777758E-01
3.52820581E-02  4.97524452E+01  3.90890419E-01
3.56719151E-02  4.89923172E+01  3.89755934E-01
3.60617721E-02  4.77074242E+01  3.86645079E-01
3.64516291E-02  4.66740494E+01  3.85162383E-01
3.68414861E-02  4.59517059E+01  3.83252740E-01
3.72313431E-02  4.61929169E+01  3.81251365E-01
3.76212001E-02  4.45709076E+01  3.70342702E-01
3.80110570E-02  4.42436523E+01  3.61168295E-01
3.84009140E-02  4.41585693E+01  3.54367226E-01
3.87907710E-02  4.35762558E+01  3.50884229E-01
3.91806280E-02  4.34163284E+01  3.47299635E-01
3.95704850E-02  4.19572868E+01  3.40410322E-01
3.99603420E-02  4.10240555E+01  3.36775631E-01
4.03501990E-02  4.08638382E+01  3.31754982E-01
4.07400560E-02  4.05719528E+01  3.30202460E-01
4.11299130E-02  3.99473228E+01  3.26861650E-01
4.15197700E-02  3.92840271E+01  3.23706478E-01
4.19096270E-02  3.84913330E+01  3.19757223E-01
4.22994840E-02  3.79777756E+01  3.17116320E-01
4.26893410E-02  3.73789177E+01  3.11583579E-01
4.30791980E-02  3.68419685E+01  3.05924416E-01
4.34690550E-02  3.63206558E+01  3.01121593E-01
4.38589120E-02  3.56079140E+01  2.99838275E-01
4.42487690E-02  3.55334015E+01  2.97173917E-01
4.46386260E-02  3.47535591E+01  2.93507099E-01
4.50284830E-02  3.43044815E+01  2.90868968E-01
4.54183400E-02  3.35042801E+01  2.90312290E-01
4.58081970E-02  3.36375198E+01  2.90724635E-01
4.61980539E-02  3.32601929E+01  2.90742218E-01
4.65879109E-02  3.26114616E+01  2.90014476E-01
4.69777679E-02  3.24811249E+01  2.90191352E-01
4.73676249E-02  3.16027794E+01  2.90406883E-01
4.77574819E-02  3.09296646E+01  2.89559662E-01
4.81473389E-02  3.06385422E+01  2.87605643E-01
4.85371959E-02  3.01604271E+01  2.86954939E-01
4.89270529E-02  3.03023453E+01  2.87155718E-01
4.93169099E-02  2.93172550E+01  2.85291672E-01
4.97067669E-02  2.88969841E+01  2.84645706E-01
5.00966239E-02  2.82526722E+01  2.82067209E-01
5.04864809E-02  2.80943165E+01  2.83040315E-01
5.08763379E-02  2.77747612E+01  2.80853003E-01
5.12661949E-02  2.77232380E+01  2.79862851E-01
5.16560519E-02  2.69829693E+01  2.78756291E-01
5.20459089E-02  2.62016716E+01  2.78026909E-01
5.24357659E-02  2.58454227E+01  2.75434732E-01
5.28256229E-02  2.59329071E+01  2.72585809E-01
5.32154799E-02  2.52305813E+01  2.68219620E-01
5.36053369E-02  2.52218513E+01  2.64753640E-01
5.39951939E-02  2.50514812E+01  2.62150109E-01
5.43850509E-02  2.45941658E+01  2.59717345E-01
5.47749078E-02  2.38435154E+01  2.57080972E-01
5.51647648E-02  2.36728611E+01  2.55120665E-01
5.55546218E-02  2.33231277E+01  2.52417535E-01
5.59444788E-02  2.27525558E+01  2.50047863E-01
5.63343358E-02  2.27595959E+01  2.48781413E-01
5.67241928E-02  2.27245407E+01  2.47061729E-01
5.71140498E-02  2.22193012E+01  2.44978324E-01
5.75039068E-02  2.15871716E+01  2.42898166E-01
5.78937638E-02  2.16969948E+01  2.42131948E-01
5.82836208E-02  2.11236954E+01  2.40749657E-01
5.86734778E-02  2.07172680E+01  2.42854014E-01
5.90633348E-02  2.05542908E+01  2.43660688E-01
5.94531918E-02  2.02328892E+01  2.43766829E-01
5.98430488E-02  2.01401825E+01  2.42841259E-01
6.02329058E-02  1.99962044E+01  2.42946401E-01
6.06227628E-02  1.94811821E+01  2.42473930E-01
6.10126198E-02  1.90650673E+01  2.43168160E-01
6.14024768E-02  1.90218964E+01  2.41183236E-01
6.17923338E-02  1.89000893E+01  2.36900195E-01
6.21821908E-02  1.87197056E+01  2.33968019E-01
6.25720478E-02  1.83346691E+01  2.32453525E-01
6.29619048E-02  1.80079155E+01  2.29892895E-01
6.33517617E-02  1.77215633E+01  2.28605837E-01
6.37416187E-02  1.71820335E+01  2.26659343E-01
6.41314757E-02  1.73925743E+01  2.24550232E-01
6.45213327E-02  1.73962917E+01  2.24018678E-01
6.49111897E-02  1.70511436E+01  2.22410247E-01
6.53010467E-02  1.68434029E+01  2.20569700E-01
6.56909037E-02  1.62109337E+01  2.18886375E-01
6.60807607E-02  1.65395870E+01  2.18105391E-01
6.64706177E-02  1.60699501E+01  2.15895966E-01
6.68604747E-02  1.60422726E+01  2.14351743E-01
6.72503317E-02  1.62470150E+01  2.13694587E-01
6.76401887E-02  1.57800903E+01  2.12398946E-01
6.80300457E-02  1.52241993E+01  2.10175261E-01
6.84199027E-02  1.55030727E+01  2.09667191E-01
6.88097597E-02  1.51222076E+01  2.08124340E-01
6.91996167E-02  1.46119003E+01  2.06756964E-01
6.95894737E-02  1.47787189E+01  2.06634283E-01
6.99793307E-02  1.49603920E+01  2.05485106E-01
7.03691877E-02  1.41641407E+01  2.04672188E-01
7.07590447E-02  1.41238785E+01  2.03937963E-01
7.11489017E-02  1.42138577E+01  2.03219265E-01
7.15387586E-02  1.39758167E+01  2.02293783E-01
7.19286156E-02  1.45103550E+01  2.01676428E-01
7.23184726E-02  1.40767479E+01  2.00265348E-01
7.27083296E-02  1.35929337E+01  2.00083122E-01
7.30981866E-02  1.35733147E+01  1.98800087E-01
7.34880436E-02  1.32134609E+01  1.98037222E-01
7.38779006E-02  1.29616776E+01  1.96652129E-01
7.42677576E-02  1.25648823E+01  1.96242154E-01
7.46576146E-02  1.25156479E+01  1.94811046E-01
7.50474716E-02  1.26107235E+01  1.93753749E-01
7.54373286E-02  1.25541592E+01  1.92032650E-01
7.58271856E-02  1.24154701E+01  1.91784814E-01
7.62170426E-02  1.24513969E+01  1.91213295E-01
7.66068996E-02  1.23652039E+01  1.89912930E-01
7.69967566E-02  1.22316628E+01  1.89879522E-01
7.73866136E-02  1.19223366E+01  1.88513160E-01
7.77764706E-02  1.20181675E+01  1.88300014E-01
7.81663276E-02  1.19812622E+01  1.87486768E-01
7.85561846E-02  1.19526196E+01  1.86062008E-01
7.89460416E-02  1.19348373E+01  1.86309516E-01
7.93358986E-02  1.15791874E+01  1.85933694E-01
7.97257556E-02  1.10103130E+01  1.85203776E-01
8.01156125E-02  1.11706448E+01  1.84100956E-01
8.05054695E-02  1.12664642E+01  1.84057802E-01
8.08953265E-02  1.11718445E+01  1.83072269E-01
8.12851835E-02  1.09758492E+01  1.82418779E-01
8.16750405E-02  1.09137821E+01  1.82311088E-01
8.20648975E-02  1.07829037E+01  1.81310460E-01
8.24547545E-02  1.07621918E+01  1.80259407E-01
8.28446115E-02  1.05998096E+01  1.79723471E-01
8.32344685E-02  1.07414627E+01  1.78858489E-01
8.36243255E-02  1.01889706E+01  1.78925574E-01
8.40141825E-02  1.03816795E+01  1.78111404E-01
8.44040395E-02  1.01418438E+01  1.77317336E-01
8.47938965E-02  9.98795700E+00  1.76828608E-01
8.51837535E-02  1.00786533E+01  1.76801175E-01
8.55736105E-02  9.78136063E+00  1.75183192E-01
8.59634675E-02  9.86478233E+00  1.75403640E-01
8.63533245E-02  9.41634560E+00  1.75165892E-01
8.67431815E-02  9.55957031E+00  1.74415663E-01
8.71330385E-02  9.54599953E+00  1.73649028E-01
8.75228955E-02  9.29543114E+00  1.73271656E-01
8.79127525E-02  9.53978157E+00  1.72294989E-01
8.83026094E-02  9.39117813E+00  1.71753407E-01
8.86924664E-02  9.11268997E+00  1.71083435E-01
8.90823234E-02  9.19885254E+00  1.70446903E-01
8.94721804E-02  9.21833420E+00  1.70482397E-01
8.98620374E-02  9.05495453E+00  1.69766769E-01
9.02518944E-02  8.82460022E+00  1.68916672E-01
9.06417514E-02  9.09435654E+00  1.68869838E-01
9.10316084E-02  8.75358963E+00  1.68088943E-01
9.14214654E-02  8.97423744E+00  1.67507231E-01
9.18113224E-02  8.94043350E+00  1.67009607E-01
9.22011794E-02  8.96184731E+00  1.66931614E-01
9.25910364E-02  8.89007378E+00  1.66231975E-01
9.29808934E-02  8.68208694E+00  1.65660471E-01
9.33707504E-02  8.54570389E+00  1.65141478E-01
9.37606074E-02  8.63693237E+00  1.64707169E-01
9.41504644E-02  8.38799095E+00  1.64835572E-01
9.45403214E-02  8.26961899E+00  1.63346529E-01
9.49301784E-02  8.28514099E+00  1.63281873E-01
9.53200354E-02  8.47236252E+00  1.62688702E-01
9.57098924E-02  8.27645493E+00  1.62170082E-01
9.60997494E-02  8.01916695E+00  1.62032828E-01
9.64896064E-02  7.79059982E+00  1.61396876E-01
9.68794633E-02  8.07428551E+00  1.60970733E-01
9.72693203E-02  7.95697594E+00  1.60631701E-01
9.76591773E-02  8.11333275E+00  1.59635231E-01
9.80490343E-02  7.87752342E+00  1.59609094E-01
9.84388913E-02  8.02924919E+00  1.59430787E-01
9.88287483E-02  7.58390236E+00  1.58849329E-01
9.92186053E-02  7.59061432E+00  1.58454478E-01
9.96084623E-02  7.39474106E+00  1.58214793E-01
9.99983193E-02  7.32148170E+00  1.57388836E-01
1.00388176E-01  7.56157875E+00  1.56657279E-01
1.00778033E-01  7.27381706E+00  1.56260446E-01
1.01167890E-01  7.22921944E+00  1.56315103E-01
1.01557747E-01  7.33873558E+00  1.55907944E-01
1.01947604E-01  7.34989166E+00  1.55734077E-01
1.02337461E-01  7.11394501E+00  1.55067757E-01
1.02727318E-01  7.38592911E+00  1.54993579E-01
1.03117175E-01  6.93184280E+00  1.54190361E-01
1.03507032E-01  7.00090027E+00  1.54059157E-01
1.03896889E-01  7.03187561E+00  1.53670326E-01
1.04286746E-01  7.22766876E+00  1.53419286E-01
1.04676603E-01  7.10832024E+00  1.53008968E-01
1.05066460E-01  6.86618423E+00  1.52200490E-01
1.05456317E-01  6.98986435E+00  1.52221322E-01
1.05846174E-01  6.99756241E+00  1.51856139E-01
1.06236031E-01  6.96559334E+00  1.50935531E-01
1.06625888E-01  6.83585167E+00  1.50464997E-01
1.07015745E-01  6.98699379E+00  1.50626957E-01
1.07405602E-01  6.92468071E+00  1.50064722E-01
1.07795459E-01  6.65222359E+00  1.50074378E-01
1.08185316E-01  6.80370903E+00  1.49902716E-01
1.08575173E-01  6.77716446E+00  1.49014503E-01
1.08965030E-01  6.50391579E+00  1.48781180E-01
1.09354887E-01  6.65854263E+00  1.48792833E-01
1.09744744E-01  6.59586716E+00  1.48371249E-01
1.10134601E-01  6.94050598E+00  1.48007944E-01
1.10524458E-01  6.67173576E+00  1.47938997E-01
1.10914315E-01  6.55019188E+00  1.47823602E-01
1.11304172E-01  6.48473549E+00  1.46816462E-01
1.11694029E-01  6.62043953E+00  1.46264121E-01
1.12083886E-01  6.53160095E+00  1.45997748E-01
1.12473743E-01  6.51668167E+00  1.45926699E-01
1.12863600E-01  6.32241821E+00  1.45314023E-01
1.13253457E-01  6.17781258E+00  1.45648852E-01
1.13643314E-01  6.18032074E+00  1.47137508E-01
1.14033171E-01  6.23538208E+00  1.47719860E-01
1.14423028E-01  6.37797737E+00  1.48172572E-01
1.14812885E-01  6.33863640E+00  1.48006827E-01
1.15202742E-01  6.39027023E+00  1.48135245E-01
1.15592599E-01  6.39455605E+00  1.48889199E-01
1.15982456E-01  6.25967026E+00  1.49268478E-01
1.16372313E-01  5.65994072E+00  1.48104131E-01
1.16762170E-01  5.59066772E+00  1.48720443E-01
1.17152027E-01  5.97048759E+00  1.49038285E-01
1.17541884E-01  5.90883064E+00  1.48749933E-01
1.17931741E-01  5.98758316E+00  1.48974329E-01
1.18321598E-01  6.19209290E+00  1.48865640E-01
1.18711455E-01  6.03130722E+00  1.49235457E-01
1.19101312E-01  5.90419006E+00  1.48838550E-01
1.19491169E-01  5.72980881E+00  1.48942456E-01
1.19881026E-01  5.96803284E+00  1.48506314E-01
1.20270883E-01  5.84427071E+00  1.48149848E-01
1.20660740E-01  5.87736511E+00  1.46790832E-01
1.21050597E-01  5.77783966E+00  1.45679772E-01
1.21440454E-01  5.69074821E+00  1.45276621E-01
1.21830311E-01  6.06979942E+00  1.44408733E-01
1.22220168E-01  5.91201591E+00  1.43742532E-01
1.22610025E-01  5.79328537E+00  1.42663166E-01
1.22999882E-01  5.85342789E+00  1.43003762E-01
1.23389739E-01  5.49828911E+00  1.41899511E-01
1.23779596E-01  5.33339882E+00  1.41345814E-01
1.24169453E-01  5.49188614E+00  1.41277581E-01
1.24559310E-01  5.61947250E+00  1.40433326E-01
1.24949167E-01  5.55279541E+00  1.39995083E-01
1.25339024E-01  5.56302452E+00  1.39685154E-01
1.25728881E-01  5.48423576E+00  1.39852449E-01
1.26118738E-01  5.30540657E+00  1.39213532E-01
1.26508595E-01  5.57037354E+00  1.38706684E-01
1.26898452E-01  5.57205772E+00  1.38727456E-01
1.27288309E-01  5.37112045E+00  1.38230518E-01
1.27678166E-01  5.43638229E+00  1.37863502E-01
1.28068023E-01  5.71737671E+00  1.37655511E-01
1.28457880E-01  5.43261719E+00  1.38040274E-01
1.28847737E-01  5.57296371E+00  1.38333425E-01
1.29237594E-01  5.50518417E+00  1.38730928E-01
1.29627451E-01  5.54084206E+00  1.38927490E-01
1.30017308E-01  5.38735771E+00  1.39106110E-01
1.30407165E-01  5.37299347E+00  1.38737470E-01
1.30797022E-01  5.32166100E+00  1.39240369E-01
1.31186879E-01  5.29399490E+00  1.39329076E-01
1.31576736E-01  5.46568298E+00  1.40144870E-01
1.31966593E-01  5.32829666E+00  1.42269656E-01
1.32356450E-01  5.27803612E+00  1.42625779E-01
1.32746307E-01  5.28777504E+00  1.43525630E-01
1.33136164E-01  5.55834961E+00  1.43728599E-01
1.33526021E-01  5.51450729E+00  1.44516602E-01
1.33915878E-01  5.09779549E+00  1.44929767E-01
1.34305735E-01  5.08872795E+00  1.45442992E-01
1.34695592E-01  4.98494148E+00  1.45051658E-01
1.35085449E-01  5.25450134E+00  1.43750519E-01
1.35475306E-01  5.33251762E+00  1.42036900E-01
1.35865163E-01  5.07589722E+00  1.40339106E-01
1.36255020E-01  5.19474030E+00  1.39234945E-01
1.36644877E-01  5.10233498E+00  1.38429046E-01
1.37034734E-01  5.08963776E+00  1.37587890E-01
1.37424591E-01  5.11920738E+00  1.37147889E-01
1.37814448E-01  5.05120850E+00  1.36165783E-01
1.38204305E-01  4.95899200E+00  1.36143222E-01
1.38594162E-01  4.95549774E+00  1.35865197E-01
1.38984019E-01  4.90694809E+00  1.35075897E-01
1.39373876E-01  4.73266602E+00  1.34906322E-01
1.39763733E-01  4.99830818E+00  1.34618983E-01
1.40153590E-01  4.96232224E+00  1.34108886E-01
1.40543447E-01  4.92504692E+00  1.33556291E-01
1.40933304E-01  4.95357704E+00  1.33469120E-01
1.41323161E-01  5.05536461E+00  1.32558778E-01
1.41713018E-01  4.91248322E+00  1.32148340E-01
1.42102875E-01  4.92916489E+00  1.31691352E-01
1.42492732E-01  4.81571007E+00  1.31871045E-01
1.42882589E-01  4.89174271E+00  1.31019652E-01
1.43272446E-01  5.00403595E+00  1.31151810E-01
1.43662303E-01  5.10094070E+00  1.30806878E-01
1.44052160E-01  4.92790985E+00  1.30960330E-01
1.44442017E-01  4.53441620E+00  1.30371556E-01
1.44831874E-01  4.78059769E+00  1.29898235E-01
1.45221731E-01  4.81968880E+00  1.29639477E-01
1.45611588E-01  4.51807022E+00  1.29605591E-01
1.46001445E-01  4.84610939E+00  1.28989711E-01
1.46391302E-01  4.50216293E+00  1.28545836E-01
1.46781159E-01  4.71587563E+00  1.28604695E-01
1.47171016E-01  4.63743019E+00  1.28327027E-01
1.47560873E-01  4.48722458E+00  1.27969533E-01
1.47950730E-01  4.66958618E+00  1.27979919E-01
1.48340587E-01  4.63942909E+00  1.27723545E-01
1.48730444E-01  4.56386757E+00  1.27585173E-01
1.49120301E-01  4.55431557E+00  1.27056539E-01
1.49510158E-01  4.72011566E+00  1.26754567E-01
1.49900015E-01  4.68978882E+00  1.26974553E-01
1.50289872E-01  4.79643059E+00  1.26635492E-01
1.50679729E-01  4.60598755E+00  1.26435265E-01
1.51069586E-01  4.43250656E+00  1.25895128E-01
1.51459443E-01  4.57849884E+00  1.25787362E-01
1.51849300E-01  4.65709305E+00  1.25928074E-01
1.52239157E-01  4.60107994E+00  1.25540376E-01
1.52629014E-01  4.39593315E+00  1.24693662E-01
1.53018871E-01  4.33383751E+00  1.24974802E-01
1.53408728E-01  4.27851677E+00  1.24550566E-01
1.53798585E-01  4.15477562E+00  1.24569185E-01
1.54188442E-01  4.32117271E+00  1.24178074E-01
1.54578299E-01  4.45062828E+00  1.23906650E-01
1.54968156E-01  4.34506416E+00  1.23955041E-01
1.55358013E-01  4.47824287E+00  1.23397179E-01
1.55747870E-01  4.61652946E+00  1.23062000E-01
1.56137727E-01  4.39385986E+00  1.22931637E-01
1.56527584E-01  4.39060020E+00  1.22611485E-01
1.56917441E-01  4.07539368E+00  1.22589543E-01
1.57307298E-01  4.30165482E+00  1.22245654E-01
1.57697155E-01  4.28175354E+00  1.22165717E-01
1.58087012E-01  4.23607826E+00  1.22023948E-01
1.58476869E-01  4.26478386E+00  1.21944934E-01
1.58866726E-01  4.26434517E+00  1.21626228E-01
1.59256583E-01  4.31976128E+00  1.21253774E-01
1.59646440E-01  4.33441162E+00  1.21343136E-01
1.60036297E-01  4.28388977E+00  1.20888941E-01
1.60426154E-01  4.25352287E+00  1.20806031E-01
1.60816011E-01  4.01175308E+00  1.20331220E-01
1.61205868E-01  4.02546883E+00  1.20336555E-01
1.61595725E-01  4.14366913E+00  1.20001182E-01
1.61985582E-01  4.18916321E+00  1.19821414E-01
1.62375439E-01  4.08532715E+00  1.19645543E-01
1.62765296E-01  3.99468422E+00  1.19570270E-01
1.63155153E-01  4.15345955E+00  1.19169772E-01
1.63545010E-01  4.01193047E+00  1.19418971E-01
1.63934867E-01  3.99863052E+00  1.18988350E-01
1.64324724E-01  3.89052391E+00  1.18619531E-01
1.64714581E-01  3.97504807E+00  1.18555956E-01
1.65104438E-01  4.03661156E+00  1.18446693E-01
1.65494295E-01  3.99286079E+00  1.17863566E-01
1.65884152E-01  4.01997566E+00  1.17819019E-01
1.66274009E-01  4.15494347E+00  1.18053824E-01
1.66663866E-01  4.07846260E+00  1.17474653E-01
1.67053723E-01  4.03872871E+00  1.17331542E-01
1.67443580E-01  3.96648788E+00  1.17037900E-01
1.67833437E-01  3.86168861E+00  1.17185950E-01
1.68223293E-01  3.98386955E+00  1.17142819E-01
1.68613150E-01  3.82169151E+00  1.16892844E-01
1.69003007E-01  3.90164185E+00  1.16484240E-01
1.69392864E-01  3.85115814E+00  1.16326980E-01
1.69782721E-01  3.83523941E+00  1.16283722E-01
1.70172578E-01  3.79208183E+00  1.16154946E-01
1.70562435E-01  4.02283669E+00  1.15541674E-01
1.70952292E-01  4.06045151E+00  1.15370251E-01
1.71342149E-01  3.95087051E+00  1.15616485E-01
1.71732006E-01  3.50653839E+00  1.15459196E-01
1.72121863E-01  3.73811150E+00  1.15030624E-01
1.72511720E-01  3.61406326E+00  1.14900082E-01
1.72901577E-01  3.79124641E+00  1.14738397E-01
1.73291434E-01  4.03229141E+00  1.14908338E-01
1.73681291E-01  3.83662987E+00  1.14432342E-01
1.74071148E-01  3.71751022E+00  1.14111178E-01
1.74461005E-01  4.02827644E+00  1.13994569E-01
1.74850862E-01  3.79751015E+00  1.13737352E-01
1.75240719E-01  3.70045471E+00  1.13676392E-01
1.75630576E-01  3.75642967E+00  1.13423944E-01
1.76020433E-01  3.69124031E+00  1.13170832E-01
1.76410290E-01  3.67857742E+00  1.13159038E-01
1.76800147E-01  3.57242775E+00  1.12801775E-01
1.77190004E-01  3.62399292E+00  1.12911254E-01
1.77579861E-01  3.45990753E+00  1.12644039E-01
1.77969718E-01  3.51344490E+00  1.12266883E-01
1.78359575E-01  3.68422699E+00  1.12359248E-01
1.78749432E-01  3.74940300E+00  1.11929074E-01
1.79139289E-01  3.55685043E+00  1.11939691E-01
1.79529146E-01  3.61534500E+00  1.11797288E-01
1.79919003E-01  3.53465462E+00  1.11801468E-01
1.80308860E-01  3.51143074E+00  1.11729197E-01
1.80698717E-01  3.74103737E+00  1.11553490E-01
1.81088574E-01  3.46221161E+00  1.11266069E-01
1.81478431E-01  3.48290062E+00  1.10809624E-01
1.81868288E-01  3.55774689E+00  1.11293659E-01
1.82258145E-01  3.41182518E+00  1.10861398E-01
1.82648002E-01  3.61029625E+00  1.10614121E-01
1.83037859E-01  3.44940948E+00  1.10788621E-01
1.83427716E-01  3.44651413E+00  1.10478677E-01
1.83817573E-01  3.42520142E+00  1.10224701E-01
1.84207430E-01  3.28571892E+00  1.10051729E-01
1.84597287E-01  3.18284988E+00  1.09974086E-01
1.84987144E-01  3.23282051E+00  1.09671853E-01
1.85377001E-01  3.35358429E+00  1.09430060E-01
1.85766858E-01  3.24766350E+00  1.09225340E-01
1.86156715E-01  3.35671997E+00  1.09283112E-01
1.86546572E-01  3.32450676E+00  1.09110206E-01
1.86936429E-01  3.33750153E+00  1.09024391E-01
1.87326286E-01  3.09896851E+00  1.08609237E-01
1.87716143E-01  3.30363274E+00  1.08488292E-01
1.88106000E-01  3.19111061E+00  1.08504973E-01
1.88495857E-01  2.99321747E+00  1.08134814E-01
1.88885714E-01  3.36438751E+00  1.07952237E-01
1.89275571E-01  3.27561760E+00  1.07670955E-01
1.89665428E-01  3.36303139E+00  1.07849188E-01
1.90055285E-01  3.26971054E+00  1.07953057E-01
1.90445142E-01  3.16449547E+00  1.07578680E-01
1.90834999E-01  3.17596054E+00  1.07617930E-01
1.91224856E-01  3.13914108E+00  1.07486069E-01
1.91614713E-01  3.17356873E+00  1.07326493E-01
1.92004570E-01  3.25617027E+00  1.07282497E-01
1.92394427E-01  3.21894264E+00  1.07211269E-01
1.92784284E-01  3.30804443E+00  1.06843717E-01
1.93174141E-01  3.11872292E+00  1.06661789E-01
1.93563998E-01  3.09388733E+00  1.06495753E-01
1.93953855E-01  3.32596207E+00  1.06265590E-01
1.94343712E-01  2.98940468E+00  1.06307268E-01
1.94733569E-01  3.09645462E+00  1.06216334E-01
1.95123426E-01  3.25820923E+00  1.06014691E-01
1.95513283E-01  3.30105972E+00  1.05956599E-01
1.95903140E-01  3.06602097E+00  1.05669446E-01
1.96292997E-01  3.08950806E+00  1.06174715E-01
1.96682854E-01  3.06229973E+00  1.06799513E-01
1.97072711E-01  2.97900963E+00  1.07461020E-01
1.97462568E-01  2.96198273E+00  1.07446432E-01
1.97852425E-01  3.11952972E+00  1.07535899E-01
1.98242282E-01  2.96816444E+00  1.07618980E-01
1.98632139E-01  2.88782310E+00  1.08096391E-01
1.99021996E-01  3.11993599E+00  1.08002059E-01
1.99411853E-01  2.99123573E+00  1.07949674E-01
1.99801710E-01  2.95890045E+00  1.07862383E-01
2.00191567E-01  3.10021782E+00  1.08169958E-01
2.00581424E-01  3.08906555E+00  1.08147070E-01
2.00971281E-01  2.91154289E+00  1.08115315E-01
2.01361138E-01  3.01190567E+00  1.08120613E-01
2.01750995E-01  2.85913658E+00  1.08206332E-01
2.02140852E-01  2.94027138E+00  1.08623005E-01
2.02530709E-01  2.84342766E+00  1.08673602E-01
2.02920566E-01  2.87884331E+00  1.08487487E-01
2.03310423E-01  2.90790367E+00  1.07690677E-01
2.03700280E-01  2.86371040E+00  1.06814586E-01
2.04090137E-01  3.01793480E+00  1.06475309E-01
2.04479994E-01  2.91642570E+00  1.06124036E-01
2.04869851E-01  2.92979622E+00  1.05911061E-01
2.05259708E-01  2.85596466E+00  1.05236046E-01
2.05649565E-01  2.82514954E+00  1.05068952E-01
2.06039422E-01  2.59272575E+00  1.04773648E-01
2.06429279E-01  2.80658531E+00  1.04416519E-01
2.06819136E-01  2.76752663E+00  1.04589164E-01
2.07208993E-01  2.71938896E+00  1.04278326E-01
