### DATA:
#
# 1150
#      Q             I(Q)           Error
2.78747752E-02  7.40398788E+00  3.09473634E-01
2.82646322E-02  7.49371910E+00  3.05697232E-01
2.86544892E-02  7.46803474E+00  3.03596586E-01
2.90443462E-02  7.42861176E+00  3.00617456E-01
2.94342031E-02  7.44442177E+00  2.98588812E-01
2.98240601E-02  7.43366814E+00  2.93711931E-01
3.02139171E-02  7.85381889E+00  2.92158246E-01
3.06037741E-02  7.26968384E+00  2.93854296E-01
3.09936311E-02  7.41660881E+00  2.97772348E-01
3.13834881E-02  6.88460541E+00  2.99053580E-01
3.17733451E-02  6.83443451E+00  2.98111677E-01
3.21632021E-02  6.47895813E+00  2.97779411E-01
3.25530591E-02  6.70926857E+00  2.99524605E-01
3.29429161E-02  6.56337166E+00  2.99676985E-01
3.33327731E-02  6.99804306E+00  2.99335212E-01
3.37226301E-02  7.24914742E+00  2.96298683E-01
3.41124871E-02  6.66090584E+00  2.97021210E-01
3.45023441E-02  6.35790253E+00  2.95852870E-01
3.48922011E-02  6.74469566E+00  2.94668138E-01
3.52820581E-02  7.01713943E+00  2.93904185E-01
3.56719151E-02  6.52348518E+00  2.92875141E-01
3.60617721E-02  6.09227753E+00  2.91903883E-01
3.64516291E-02  6.02983475E+00  2.92643011E-01
3.68414861E-02  5.94376755E+00  2.92450398E-01
3.72313431E-02  6.26402283E+00  2.89948136E-01
3.76212001E-02  6.17884064E+00  2.83955246E-01
3.80110570E-02  6.04471779E+00  2.76858866E-01
3.84009140E-02  6.39924812E+00  2.71970212E-01
3.87907710E-02  6.26900673E+00  2.70967841E-01
3.91806280E-02  5.96840858E+00  2.67077178E-01
3.95704850E-02  5.89276505E+00  2.63275057E-01
3.99603420E-02  6.15106964E+00  2.63018668E-01
4.03501990E-02  6.23413658E+00  2.58779883E-01
4.07400560E-02  6.06380653E+00  2.57982790E-01
4.11299130E-02  6.03909874E+00  2.56295204E-01
4.15197700E-02  5.45501518E+00  2.53439695E-01
4.19096270E-02  5.96512222E+00  2.53038973E-01
4.22994840E-02  5.71303558E+00  2.50942647E-01
4.26893410E-02  5.79897499E+00  2.47313604E-01
4.30791980E-02  5.91525459E+00  2.43730158E-01
4.34690550E-02  6.10948181E+00  2.41015553E-01
4.38589120E-02  5.43469620E+00  2.40010381E-01
4.42487690E-02  5.38602448E+00  2.37552658E-01
4.46386260E-02  5.60820007E+00  2.36226261E-01
4.50284830E-02  5.84211540E+00  2.35156536E-01
4.54183400E-02  5.52037811E+00  2.35646307E-01
4.58081970E-02  5.74735451E+00  2.35815451E-01
4.61980539E-02  5.68553162E+00  2.35994577E-01
4.65879109E-02  5.80117607E+00  2.36785799E-01
4.69777679E-02  5.53791809E+00  2.36504674E-01
4.73676249E-02  5.31903839E+00  2.38019541E-01
4.77574819E-02  5.29271317E+00  2.38400027E-01
4.81473389E-02  5.65460014E+00  2.37668812E-01
4.85371959E-02  5.82255363E+00  2.38578930E-01
4.89270529E-02  5.38704872E+00  2.37002656E-01
4.93169099E-02  5.45627213E+00  2.37684831E-01
4.97067669E-02  5.47336769E+00  2.37585396E-01
5.00966239E-02  5.54590225E+00  2.36514464E-01
5.04864809E-02  5.39166069E+00  2.37291262E-01
5.08763379E-02  5.81586075E+00  2.36813709E-01
5.12661949E-02  5.62597275E+00  2.35329404E-01
5.16560519E-02  5.67006493E+00  2.36277774E-01
5.20459089E-02  5.44027710E+00  2.36442834E-01
5.24357659E-02  5.18716812E+00  2.33897835E-01
5.28256229E-02  5.13416481E+00  2.31196746E-01
5.32154799E-02  4.76255417E+00  2.27971688E-01
5.36053369E-02  5.13517189E+00  2.25432307E-01
5.39951939E-02  5.27564049E+00  2.23610893E-01
5.43850509E-02  5.38719177E+00  2.22743541E-01
5.47749078E-02  5.00415230E+00  2.21051902E-01
5.51647648E-02  4.90781975E+00  2.19099104E-01
5.55546218E-02  5.31125641E+00  2.18197107E-01
5.59444788E-02  5.23364449E+00  2.16991574E-01
5.63343358E-02  5.19445419E+00  2.15765789E-01
5.67241928E-02  5.14678001E+00  2.14030787E-01
5.71140498E-02  5.02988434E+00  2.12800115E-01
5.75039068E-02  4.99047279E+00  2.12088257E-01
5.78937638E-02  5.12182045E+00  2.11207479E-01
5.82836208E-02  4.55066872E+00  2.09981188E-01
5.86734778E-02  4.34085464E+00  2.12216169E-01
5.90633348E-02  4.74322319E+00  2.13671833E-01
5.94531918E-02  4.88906860E+00  2.14883849E-01
5.98430488E-02  4.73960686E+00  2.13561147E-01
6.02329058E-02  4.90843201E+00  2.14040294E-01
6.06227628E-02  4.94445038E+00  2.14684844E-01
6.10126198E-02  4.62112427E+00  2.15291932E-01
6.14024768E-02  4.90559769E+00  2.14173168E-01
6.17923338E-02  4.62893295E+00  2.09917635E-01
6.21821908E-02  4.77651405E+00  2.07939237E-01
6.25720478E-02  4.63683891E+00  2.07061350E-01
6.29619048E-02  4.44140053E+00  2.04805061E-01
6.33517617E-02  4.33118439E+00  2.04108700E-01
6.37416187E-02  4.33812332E+00  2.03566059E-01
6.41314757E-02  4.66101265E+00  2.01329663E-01
6.45213327E-02  4.61840630E+00  2.00916037E-01
6.49111897E-02  4.58544159E+00  2.00196907E-01
6.53010467E-02  4.58092880E+00  1.98351577E-01
6.56909037E-02  4.53834724E+00  1.98180586E-01
6.60807607E-02  4.80812263E+00  1.97272614E-01
6.64706177E-02  4.89086151E+00  1.96264476E-01
6.68604747E-02  4.85686493E+00  1.94703251E-01
6.72503317E-02  4.60757637E+00  1.93233237E-01
6.76401887E-02  4.61005211E+00  1.92927063E-01
6.80300457E-02  4.75874329E+00  1.92020625E-01
6.84199027E-02  4.86353683E+00  1.91201508E-01
6.88097597E-02  4.78743553E+00  1.90398991E-01
6.91996167E-02  4.44647217E+00  1.89301848E-01
6.95894737E-02  4.64095306E+00  1.89420596E-01
6.99793307E-02  4.69074059E+00  1.87911510E-01
7.03691877E-02  4.27103233E+00  1.87885746E-01
7.07590447E-02  4.53049850E+00  1.87605947E-01
7.11489017E-02  4.50035477E+00  1.86434373E-01
7.15387586E-02  4.61317825E+00  1.86473235E-01
7.19286156E-02  5.14780235E+00  1.85795903E-01
7.23184726E-02  4.89797592E+00  1.84757367E-01
7.27083296E-02  4.68106079E+00  1.85163647E-01
7.30981866E-02  4.70658875E+00  1.83627233E-01
7.34880436E-02  4.72263908E+00  1.83752939E-01
7.38779006E-02  4.68463135E+00  1.82749376E-01
7.42677576E-02  4.54669380E+00  1.82926178E-01
7.46576146E-02  4.27540970E+00  1.81071833E-01
7.50474716E-02  4.58756256E+00  1.80535629E-01
7.54373286E-02  4.86617851E+00  1.79334164E-01
7.58271856E-02  4.69865799E+00  1.78988010E-01
7.62170426E-02  4.73188591E+00  1.78505436E-01
7.66068996E-02  4.76694679E+00  1.77392289E-01
7.69967566E-02  4.75265312E+00  1.77527145E-01
7.73866136E-02  4.62120628E+00  1.76688448E-01
7.77764706E-02  4.51162720E+00  1.76114216E-01
7.81663276E-02  4.67197037E+00  1.75682560E-01
7.85561846E-02  4.86182785E+00  1.74714804E-01
7.89460416E-02  4.68261147E+00  1.74603537E-01
7.93358986E-02  4.72306252E+00  1.74949214E-01
7.97257556E-02  4.47785759E+00  1.74641833E-01
8.01156125E-02  4.68984222E+00  1.73595905E-01
8.05054695E-02  4.85722160E+00  1.73773393E-01
8.08953265E-02  4.91058731E+00  1.73170224E-01
8.12851835E-02  4.82266045E+00  1.72628075E-01
8.16750405E-02  4.68505669E+00  1.72241583E-01
8.20648975E-02  4.74989319E+00  1.71755970E-01
8.24547545E-02  4.93741608E+00  1.71083793E-01
8.28446115E-02  4.96915817E+00  1.71041146E-01
8.32344685E-02  5.08490372E+00  1.69964403E-01
8.36243255E-02  4.65787315E+00  1.70251444E-01
8.40141825E-02  4.66866302E+00  1.69124439E-01
8.44040395E-02  4.65935898E+00  1.68737471E-01
8.47938965E-02  4.49518013E+00  1.68208510E-01
8.51837535E-02  4.47983360E+00  1.67963505E-01
8.55736105E-02  4.66966248E+00  1.67323098E-01
8.59634675E-02  4.40988159E+00  1.66851044E-01
8.63533245E-02  4.19905472E+00  1.67143986E-01
8.67431815E-02  4.45614624E+00  1.66465104E-01
8.71330385E-02  4.61717796E+00  1.65898919E-01
8.75228955E-02  4.49985313E+00  1.65892765E-01
8.79127525E-02  4.55094528E+00  1.64543927E-01
8.83026094E-02  4.62724113E+00  1.64373696E-01
8.86924664E-02  4.78592682E+00  1.64566517E-01
8.90823234E-02  4.55543137E+00  1.63353622E-01
8.94721804E-02  4.47961617E+00  1.63337901E-01
8.98620374E-02  4.51119614E+00  1.62840858E-01
9.02518944E-02  4.43177223E+00  1.62303209E-01
9.06417514E-02  4.69303894E+00  1.62188768E-01
9.10316084E-02  4.63758850E+00  1.61825016E-01
9.14214654E-02  4.78476715E+00  1.61081612E-01
9.18113224E-02  4.77206612E+00  1.60721943E-01
9.22011794E-02  4.72377205E+00  1.60548925E-01
9.25910364E-02  4.72699928E+00  1.59967020E-01
9.29808934E-02  4.67682838E+00  1.59717008E-01
9.33707504E-02  4.44212151E+00  1.58971503E-01
9.37606074E-02  4.59379387E+00  1.58610940E-01
9.41504644E-02  4.41578102E+00  1.58836767E-01
9.45403214E-02  4.64605331E+00  1.57982782E-01
9.49301784E-02  4.56887245E+00  1.57720059E-01
9.53200354E-02  4.64380646E+00  1.56948090E-01
9.57098924E-02  4.61585617E+00  1.56738505E-01
9.60997494E-02  4.59391022E+00  1.56884789E-01
9.64896064E-02  4.64649773E+00  1.56719282E-01
9.68794633E-02  4.71382332E+00  1.56043485E-01
9.72693203E-02  4.59122467E+00  1.55772999E-01
9.76591773E-02  4.91134453E+00  1.55031845E-01
9.80490343E-02  4.54297638E+00  1.54748559E-01
9.84388913E-02  4.65619087E+00  1.54481113E-01
9.88287483E-02  4.48216248E+00  1.54453635E-01
9.92186053E-02  4.30631447E+00  1.53600395E-01
9.96084623E-02  4.46206665E+00  1.54004738E-01
9.99983193E-02  4.35532951E+00  1.53003216E-01
1.00388176E-01  4.82197380E+00  1.52720422E-01
1.00778033E-01  4.79507637E+00  1.52682334E-01
1.01167890E-01  4.63671494E+00  1.52547345E-01
1.01557747E-01  4.54306984E+00  1.51853651E-01
1.01947604E-01  4.56282043E+00  1.51707366E-01
1.02337461E-01  4.64929771E+00  1.51719853E-01
1.02727318E-01  4.52650261E+00  1.50853202E-01
1.03117175E-01  4.38025665E+00  1.50582284E-01
1.03507032E-01  4.49138069E+00  1.50300995E-01
1.03896889E-01  4.65192986E+00  1.50187537E-01
1.04286746E-01  4.69365120E+00  1.49784863E-01
1.04676603E-01  4.57507515E+00  1.49454772E-01
1.05066460E-01  4.84713745E+00  1.49440393E-01
1.05456317E-01  4.75155067E+00  1.48975700E-01
1.05846174E-01  4.69443321E+00  1.48663864E-01
1.06236031E-01  4.70359230E+00  1.47736445E-01
1.06625888E-01  4.71147346E+00  1.47483200E-01
1.07015745E-01  4.72491646E+00  1.47396863E-01
1.07405602E-01  4.71347427E+00  1.47053212E-01
1.07795459E-01  4.24052811E+00  1.46694899E-01
1.08185316E-01  4.65943146E+00  1.47002161E-01
1.08575173E-01  4.82474327E+00  1.46323696E-01
1.08965030E-01  4.72740555E+00  1.46295130E-01
1.09354887E-01  4.65296173E+00  1.46037951E-01
1.09744744E-01  4.29878998E+00  1.45180717E-01
1.10134601E-01  4.77147484E+00  1.44975856E-01
1.10524458E-01  4.60141754E+00  1.45091161E-01
1.10914315E-01  4.43077087E+00  1.44832268E-01
1.11304172E-01  4.73958588E+00  1.44433603E-01
1.11694029E-01  5.00485802E+00  1.44067585E-01
1.12083886E-01  4.68656158E+00  1.43490061E-01
1.12473743E-01  4.60750389E+00  1.43406481E-01
1.12863600E-01  4.64277840E+00  1.43017814E-01
1.13253457E-01  4.77087593E+00  1.43751025E-01
1.13643314E-01  4.58082008E+00  1.44888610E-01
1.14033171E-01  4.75260925E+00  1.45665556E-01
1.14423028E-01  4.94755745E+00  1.46177500E-01
1.14812885E-01  4.72776031E+00  1.45788655E-01
1.15202742E-01  4.73561096E+00  1.45957679E-01
1.15592599E-01  4.54257584E+00  1.46250710E-01
1.15982456E-01  4.49585533E+00  1.46702245E-01
1.16372313E-01  4.64307594E+00  1.46809280E-01
1.16762170E-01  4.36023521E+00  1.46890700E-01
1.17152027E-01  4.64348221E+00  1.47153869E-01
1.17541884E-01  4.61768532E+00  1.46979555E-01
1.17931741E-01  4.72641754E+00  1.47269860E-01
1.18321598E-01  4.92708969E+00  1.47036076E-01
1.18711455E-01  4.75308418E+00  1.47334605E-01
1.19101312E-01  4.79406548E+00  1.47338748E-01
1.19491169E-01  4.59548569E+00  1.47342965E-01
1.19881026E-01  4.92627144E+00  1.47021309E-01
1.20270883E-01  4.88402748E+00  1.46829560E-01
1.20660740E-01  4.55046463E+00  1.44834355E-01
1.21050597E-01  4.62747383E+00  1.44143194E-01
1.21440454E-01  4.41729736E+00  1.43506378E-01
1.21830311E-01  4.76052284E+00  1.42688245E-01
1.22220168E-01  4.64763260E+00  1.42029673E-01
1.22610025E-01  4.83823204E+00  1.41505972E-01
1.22999882E-01  4.64685822E+00  1.41324654E-01
1.23389739E-01  4.54982758E+00  1.40631139E-01
1.23779596E-01  4.52238083E+00  1.40282571E-01
1.24169453E-01  4.78170776E+00  1.40365303E-01
1.24559310E-01  4.90456009E+00  1.39529511E-01
1.24949167E-01  4.87944794E+00  1.39111146E-01
1.25339024E-01  4.93346596E+00  1.38853177E-01
1.25728881E-01  4.61280632E+00  1.38654232E-01
1.26118738E-01  4.46279335E+00  1.38115868E-01
1.26508595E-01  4.80776978E+00  1.37758628E-01
1.26898452E-01  4.75226593E+00  1.37597635E-01
1.27288309E-01  4.80660820E+00  1.37436435E-01
1.27678166E-01  4.77383614E+00  1.36909038E-01
1.28068023E-01  4.82426262E+00  1.36531189E-01
1.28457880E-01  4.53060341E+00  1.36914283E-01
1.28847737E-01  4.81610680E+00  1.37309492E-01
1.29237594E-01  4.81336021E+00  1.37914255E-01
1.29627451E-01  4.67449188E+00  1.37758881E-01
1.30017308E-01  4.85305977E+00  1.38384447E-01
1.30407165E-01  5.09969330E+00  1.38443694E-01
1.30797022E-01  4.91119576E+00  1.38652086E-01
1.31186879E-01  4.98293304E+00  1.38941437E-01
1.31576736E-01  4.75823784E+00  1.39117405E-01
1.31966593E-01  4.58145905E+00  1.41218647E-01
1.32356450E-01  4.78886986E+00  1.41988680E-01
1.32746307E-01  5.00039101E+00  1.43213883E-01
1.33136164E-01  5.29412651E+00  1.43311664E-01
1.33526021E-01  5.05677414E+00  1.43828154E-01
1.33915878E-01  4.59057999E+00  1.44290149E-01
1.34305735E-01  4.63499069E+00  1.44799009E-01
1.34695592E-01  4.76162910E+00  1.44804478E-01
1.35085449E-01  4.82216454E+00  1.43099084E-01
1.35475306E-01  4.95918083E+00  1.41489625E-01
1.35865163E-01  4.85591507E+00  1.40119672E-01
1.36255020E-01  4.94846916E+00  1.38972625E-01
1.36644877E-01  4.91346550E+00  1.38203636E-01
1.37034734E-01  4.84793663E+00  1.37366116E-01
1.37424591E-01  4.79598427E+00  1.36814967E-01
1.37814448E-01  4.87348747E+00  1.35927737E-01
1.38204305E-01  5.02482224E+00  1.36177808E-01
1.38594162E-01  4.86067772E+00  1.35651425E-01
1.38984019E-01  4.83753586E+00  1.34997964E-01
1.39373876E-01  4.74341774E+00  1.34936079E-01
1.39763733E-01  4.83065414E+00  1.34435728E-01
1.40153590E-01  4.79450798E+00  1.33895725E-01
1.40543447E-01  4.87464714E+00  1.33481279E-01
1.40933304E-01  4.67836571E+00  1.33077070E-01
1.41323161E-01  4.90196419E+00  1.32387757E-01
1.41713018E-01  4.83754730E+00  1.32084742E-01
1.42102875E-01  4.81509209E+00  1.31596923E-01
1.42492732E-01  4.46839523E+00  1.31412342E-01
1.42882589E-01  4.68718529E+00  1.30773515E-01
1.43272446E-01  4.77405167E+00  1.30847856E-01
1.43662303E-01  4.82473564E+00  1.30457804E-01
1.44052160E-01  4.62685966E+00  1.30527094E-01
1.44442017E-01  4.37153053E+00  1.30185723E-01
1.44831874E-01  4.57250214E+00  1.29632011E-01
1.45221731E-01  4.71478844E+00  1.29573107E-01
1.45611588E-01  4.30832291E+00  1.29342526E-01
1.46001445E-01  4.59733009E+00  1.28611296E-01
1.46391302E-01  4.63220596E+00  1.28798738E-01
1.46781159E-01  4.62128639E+00  1.28492042E-01
1.47171016E-01  4.75818825E+00  1.28561497E-01
1.47560873E-01  4.57423782E+00  1.28112346E-01
1.47950730E-01  4.48548508E+00  1.27709284E-01
1.48340587E-01  4.57994270E+00  1.27640128E-01
1.48730444E-01  4.45898819E+00  1.27379343E-01
1.49120301E-01  4.61479187E+00  1.27134889E-01
1.49510158E-01  4.76209641E+00  1.26781821E-01
1.49900015E-01  4.71411324E+00  1.27018109E-01
1.50289872E-01  4.64526176E+00  1.26394048E-01
1.50679729E-01  4.67220688E+00  1.26597092E-01
1.51069586E-01  4.60620308E+00  1.26204327E-01
1.51459443E-01  4.53482437E+00  1.25733793E-01
1.51849300E-01  4.54123116E+00  1.25854596E-01
1.52239157E-01  4.27838516E+00  1.25032380E-01
1.52629014E-01  4.62369919E+00  1.25098303E-01
1.53018871E-01  4.50810242E+00  1.25217900E-01
1.53408728E-01  4.59079552E+00  1.24938764E-01
1.53798585E-01  4.51426506E+00  1.24950096E-01
1.54188442E-01  4.52238846E+00  1.24319755E-01
1.54578299E-01  4.69000816E+00  1.24162793E-01
1.54968156E-01  4.51148224E+00  1.24156654E-01
1.55358013E-01  4.41949272E+00  1.23365805E-01
1.55747870E-01  4.46469879E+00  1.22827433E-01
1.56137727E-01  4.51768875E+00  1.23131521E-01
1.56527584E-01  4.49965096E+00  1.22765087E-01
1.56917441E-01  4.26825333E+00  1.22836143E-01
1.57307298E-01  4.34065437E+00  1.22219265E-01
1.57697155E-01  4.51538086E+00  1.22460224E-01
1.58087012E-01  4.42113304E+00  1.22250043E-01
1.58476869E-01  4.35492706E+00  1.22016586E-01
1.58866726E-01  4.49171448E+00  1.21906616E-01
1.59256583E-01  4.56996346E+00  1.21631138E-01
1.59646440E-01  4.31200218E+00  1.21281981E-01
1.60036297E-01  4.39892960E+00  1.20997556E-01
1.60426154E-01  4.38873291E+00  1.20904014E-01
1.60816011E-01  4.26989937E+00  1.20644458E-01
1.61205868E-01  4.18187904E+00  1.20508559E-01
1.61595725E-01  4.41534805E+00  1.20380372E-01
1.61985582E-01  4.35400772E+00  1.19925953E-01
1.62375439E-01  4.30758667E+00  1.19878054E-01
1.62765296E-01  4.16941261E+00  1.19751133E-01
1.63155153E-01  4.24553299E+00  1.19208738E-01
1.63545010E-01  4.16995811E+00  1.19547784E-01
1.63934867E-01  4.47063065E+00  1.19601011E-01
1.64324724E-01  4.28128433E+00  1.19053572E-01
1.64714581E-01  4.21294403E+00  1.18827410E-01
1.65104438E-01  4.13274765E+00  1.18519835E-01
1.65494295E-01  4.35420799E+00  1.18296787E-01
1.65884152E-01  4.31257248E+00  1.18150420E-01
1.66274009E-01  4.15348816E+00  1.17976435E-01
1.66663866E-01  4.18054962E+00  1.17641427E-01
1.67053723E-01  4.25633240E+00  1.17528446E-01
1.67443580E-01  4.31842804E+00  1.17417328E-01
1.67833437E-01  4.16842461E+00  1.17612451E-01
1.68223293E-01  4.01454926E+00  1.17094092E-01
1.68613150E-01  4.02828789E+00  1.17169112E-01
1.69003007E-01  4.12839508E+00  1.16754383E-01
1.69392864E-01  4.07142830E+00  1.16658553E-01
1.69782721E-01  4.12868881E+00  1.16688460E-01
1.70172578E-01  4.03153610E+00  1.16355963E-01
1.70562435E-01  4.10791969E+00  1.15613669E-01
1.70952292E-01  4.21510506E+00  1.15601666E-01
1.71342149E-01  3.99619865E+00  1.15611531E-01
1.71732006E-01  3.76128387E+00  1.15777589E-01
1.72121863E-01  3.96376038E+00  1.15257449E-01
1.72511720E-01  3.95718193E+00  1.15331009E-01
1.72901577E-01  4.10878944E+00  1.15093239E-01
1.73291434E-01  4.07734871E+00  1.14873655E-01
1.73681291E-01  3.94723701E+00  1.14523172E-01
1.74071148E-01  4.10206985E+00  1.14576638E-01
1.74461005E-01  4.11132240E+00  1.14004813E-01
1.74850862E-01  4.14468193E+00  1.14173822E-01
1.75240719E-01  3.99642181E+00  1.14008442E-01
1.75630576E-01  4.00346565E+00  1.13707453E-01
1.76020433E-01  3.73163986E+00  1.13166675E-01
1.76410290E-01  3.81739426E+00  1.13348529E-01
1.76800147E-01  3.96521950E+00  1.13338992E-01
1.77190004E-01  3.77428436E+00  1.13081716E-01
1.77579861E-01  3.70741081E+00  1.12983748E-01
1.77969718E-01  3.72419548E+00  1.12557784E-01
1.78359575E-01  3.79501534E+00  1.12464696E-01
1.78749432E-01  4.03898811E+00  1.12240098E-01
1.79139289E-01  3.81317902E+00  1.12283304E-01
1.79529146E-01  3.85931206E+00  1.12096295E-01
1.79919003E-01  3.78208351E+00  1.12084329E-01
1.80308860E-01  3.63100815E+00  1.11881904E-01
1.80698717E-01  3.68870354E+00  1.11430295E-01
1.81088574E-01  3.77421761E+00  1.11664414E-01
1.81478431E-01  3.89844131E+00  1.11315615E-01
1.81868288E-01  3.67292213E+00  1.11353979E-01
1.82258145E-01  3.64027786E+00  1.11127310E-01
1.82648002E-01  3.86762428E+00  1.10912964E-01
1.83037859E-01  3.66565323E+00  1.11008726E-01
1.83427716E-01  3.46437645E+00  1.10468432E-01
1.83817573E-01  3.48452377E+00  1.10312916E-01
1.84207430E-01  3.59214592E+00  1.10459276E-01
1.84597287E-01  3.59507561E+00  1.10455841E-01
1.84987144E-01  3.52371597E+00  1.09982170E-01
1.85377001E-01  3.58070183E+00  1.09722324E-01
1.85766858E-01  3.41139793E+00  1.09427154E-01
1.86156715E-01  3.52596664E+00  1.09496780E-01
1.86546572E-01  3.50729561E+00  1.09290518E-01
1.86936429E-01  3.43238831E+00  1.09079845E-01
1.87326286E-01  3.45011902E+00  1.09026551E-01
1.87716143E-01  3.45689392E+00  1.08657368E-01
1.88106000E-01  3.34556961E+00  1.08702645E-01
1.88495857E-01  3.33852196E+00  1.08563565E-01
1.88885714E-01  3.55641174E+00  1.08148947E-01
1.89275571E-01  3.65695000E+00  1.08139768E-01
1.89665428E-01  3.55114937E+00  1.08062819E-01
1.90055285E-01  3.47327042E+00  1.08195402E-01
1.90445142E-01  3.40254402E+00  1.07860483E-01
1.90834999E-01  3.38391113E+00  1.07867137E-01
1.91224856E-01  3.28556633E+00  1.07646130E-01
1.91614713E-01  3.38511467E+00  1.07586972E-01
1.92004570E-01  3.19773102E+00  1.07216045E-01
1.92394427E-01  3.10320282E+00  1.07095562E-01
1.92784284E-01  3.43989563E+00  1.06997184E-01
1.93174141E-01  3.42983818E+00  1.06995009E-01
1.93563998E-01  3.24736214E+00  1.06672645E-01
1.93953855E-01  3.26419067E+00  1.06205501E-01
1.94343712E-01  3.24488640E+00  1.06604464E-01
1.94733569E-01  3.25319290E+00  1.06355302E-01
1.95123426E-01  3.18061638E+00  1.05923399E-01
1.95513283E-01  3.30721092E+00  1.05941221E-01
1.95903140E-01  3.25658226E+00  1.05893761E-01
1.96292997E-01  3.21590805E+00  1.06329881E-01
1.96682854E-01  3.17076111E+00  1.06926858E-01
1.97072711E-01  3.11543083E+00  1.07585602E-01
1.97462568E-01  3.22311211E+00  1.07734285E-01
1.97852425E-01  3.28573608E+00  1.07702382E-01
1.98242282E-01  3.08212662E+00  1.07743770E-01
1.98632139E-01  2.90078545E+00  1.08119078E-01
1.99021996E-01  3.15318871E+00  1.07999258E-01
1.99411853E-01  3.20279121E+00  1.08153068E-01
1.99801710E-01  3.23031616E+00  1.08213469E-01
2.00191567E-01  3.14733696E+00  1.08208470E-01
2.00581424E-01  3.16932106E+00  1.08230263E-01
2.00971281E-01  3.06393242E+00  1.08266398E-01
2.01361138E-01  3.13612366E+00  1.08243063E-01
2.01750995E-01  3.03617477E+00  1.08471610E-01
2.02140852E-01  2.93302345E+00  1.08631611E-01
2.02530709E-01  2.62729645E+00  1.08406693E-01
2.02920566E-01  2.79475021E+00  1.08430758E-01
2.03310423E-01  2.93099785E+00  1.07728779E-01
2.03700280E-01  3.00529480E+00  1.07016541E-01
2.04090137E-01  3.16924667E+00  1.06660843E-01
2.04479994E-01  2.97807884E+00  1.06191643E-01
2.04869851E-01  3.01172066E+00  1.06016301E-01
2.05259708E-01  3.03399849E+00  1.05441980E-01
2.05649565E-01  3.06861115E+00  1.05295084E-01
2.06039422E-01  2.83455086E+00  1.05020739E-01
2.06429279E-01  2.90345573E+00  1.04557015E-01
2.06819136E-01  2.74240494E+00  1.04516245E-01
2.07208993E-01  2.91960335E+00  1.04478665E-01
